interaction_types;drug_name
agonist;VOSORITIDE
binder;VOXELOTOR
inhibitor;VOXELOTOR
inhibitor;VOXTALISIB
inhibitor;VS-4718
inhibitor;VS-5584
inhibitor;VX-702
inhibitor;WARFARIN
inhibitor;WARFARIN POTASSIUM
inhibitor;WARFARIN SODIUM
agonist;WAY-100,635
antagonist;WAY-100,635
inhibitor;WEDELOLACTONE
inhibitor;WHI-P131
inhibitor;WORTMANNIN
inhibitor;WX-037
inhibitor;WX-554
inhibitor;X-82
agonist;XAMOTEROL
partial agonist;XAMOTEROL
agonist;XANOMELINE
antagonist;XANOMELINE
binder;XANTHINOL
cofactor;XANTHINOL
inhibitor;XELJANZ
blocker;XEN403
antagonist;XEN-D0501
inhibitor;XIMELAGATRAN
inhibitor;XL-019
inhibitor;XL-228
inhibitor;XL-281
inhibitor;XL-418
antagonist;XL550
inhibitor;XL-820
inhibitor;XL-844
inhibitor;XL-888
inhibitor;XL-999
agonist;XYLAZINE
agonist;XYLOMETAZOLINE
inhibitor;Y-39983
antagonist;YOHIMBINE
inhibitor;YOHIMBINE
partial agonist;YOHIMBINE
blocker;Z160
agonist;ZACOPRIDE
agonist;ZAFIRLUKAST
antagonist;ZAFIRLUKAST
inhibitor;ZAFIRLUKAST
positive modulator;ZALEPLON
potentiator;ZALEPLON
agonist;ZALOSPIRONE
antibody;ZALTRAP
antagonist;ZALUTUMUMAB
antibody;ZALUTUMUMAB
inhibitor;ZANAMIVIR
inhibitor;ZANUBRUTINIB
agonist;ZAPRINAST
inhibitor;ZAPRINAST
blocker;ZATEBRADINE
inhibitor;ZD-4190
inhibitor;ZELBORAF
inhibitor;ZENARESTAT
antibody;ZEVALIN
antagonist;ZIBOTENTAN
inhibitor;ZICONOTIDE
blocker;ZICONOTIDE ACETATE
inhibitor;ZIDOVUDINE
inhibitor;ZILEUTON
inhibitor;ZIMELDINE
activator;ZINC CHLORIDE
agonist;ZINC CHLORIDE
antagonist;ZINC CHLORIDE
binder;ZINC CHLORIDE
chaperone;ZINC CHLORIDE
cofactor;ZINC CHLORIDE
inducer;ZINC CHLORIDE
inhibitor;ZINC CHLORIDE
ligand;ZINC CHLORIDE
ligand,inducer;ZINC CHLORIDE
ligand,inhibitor;ZINC CHLORIDE
modulator;ZINC CHLORIDE
modulator,cofactor;ZINC CHLORIDE
modulator,inhibitor;ZINC CHLORIDE
modulator,ligand;ZINC CHLORIDE
product of;ZINC CHLORIDE
agonist;ZINTEROL
agonist;ZIPRASIDONE
antagonist;ZIPRASIDONE
inhibitor;ZIPRASIDONE
antagonist;ZIPRASIDONE HYDROCHLORIDE
antagonist;ZIPRASIDONE MESYLATE
inhibitor;ZIRITAXESTAT
antagonist;ZM-241385
inhibitor;ZOFENOPRIL
antibody;ZOLBETUXIMAB
inhibitor;ZOLEDRONIC ACID
agonist;ZOLMITRIPTAN
agonist;ZOLPIDEM
allosteric modulator;ZOLPIDEM
positive modulator;ZOLPIDEM TARTRATE
antagonist;ZONAMPANEL
blocker;ZONISAMIDE
inhibitor;ZONISAMIDE
agonist;ZOPICLONE
potentiator;ZOPICLONE
inhibitor;ZOPOLRESTAT
agonist;ZOPTARELIN DOXORUBICIN
inhibitor;ZOSUQUIDAR
inhibitor;ZOTAROLIMUS
antagonist;ZOTEPINE
inhibitor;ZOTEPINE
inhibitor;ZOTIRACICLIB
inhibitor;ZSTK-474
agonist,activator;ZUCAPSAICIN
antagonist;ZUCLOPENTHIXOL
agonist;ZYH7
antagonist;ZYKLOPHIN
inhibitor;ZYTIGA
