gene_name;drug_name
SLC5A2;TOFOGLIFLOZIN
SLC5A4;TOFOGLIFLOZIN
TRBV20OR9-2;TOL-101
TRGV3;TOL-101
ABCC8;TOLAZAMIDE
ABCC8;TOLAZAMIDE
EHMT2;TOLAZAMIDE
G6PD;TOLAZAMIDE
G6PD;TOLAZAMIDE
KCNJ1;TOLAZAMIDE
KCNJ1;TOLAZAMIDE
KCNJ10;TOLAZAMIDE
KCNJ11;TOLAZAMIDE
KDM4A;TOLAZAMIDE
ADRA1A;TOLAZOLINE
ADRA1A;TOLAZOLINE
ADRA1A;TOLAZOLINE
ADRA2A;TOLAZOLINE
ADRA2A;TOLAZOLINE
ADRA2B;TOLAZOLINE
ADRA2B;TOLAZOLINE
ADRA2C;TOLAZOLINE
ADRA2C;TOLAZOLINE
DRD2;TOLAZOLINE
HRH1;TOLAZOLINE
HRH2;TOLAZOLINE
ADRA1A;TOLAZOLINE HYDROCHLORIDE
ADRA1A;TOLAZOLINE HYDROCHLORIDE
ADRA1B;TOLAZOLINE HYDROCHLORIDE
ADRA2A;TOLAZOLINE HYDROCHLORIDE
ADRA2B;TOLAZOLINE HYDROCHLORIDE
ADRA2C;TOLAZOLINE HYDROCHLORIDE
HRH1;TOLAZOLINE HYDROCHLORIDE
HRH2;TOLAZOLINE HYDROCHLORIDE
TAAR1;TOLAZOLINE HYDROCHLORIDE
ABCC8;TOLBUTAMIDE
ABCC8;TOLBUTAMIDE
ABCC8;TOLBUTAMIDE
ABCC9;TOLBUTAMIDE
CYP2C19;TOLBUTAMIDE
CYP2C9;TOLBUTAMIDE
G6PD;TOLBUTAMIDE
G6PD;TOLBUTAMIDE
KCNJ1;TOLBUTAMIDE
KCNJ1;TOLBUTAMIDE
KCNJ1;TOLBUTAMIDE
KCNJ11;TOLBUTAMIDE
KCNJ11;TOLBUTAMIDE
KCNJ8;TOLBUTAMIDE
ABCC8;TOLBUTAMIDE SODIUM, STERILE
KCNJ11;TOLBUTAMIDE SODIUM, STERILE
COMT;TOLCAPONE
COMT;TOLCAPONE
COMT;TOLCAPONE
COMT;TOLCAPONE
COMT;TOLCAPONE
COMT;TOLCAPONE
GPR35;TOLCAPONE
ATG4B;TOLFENAMIC ACID
CYP1A2;TOLFENAMIC ACID
CYP2C9;TOLFENAMIC ACID
EHMT2;TOLFENAMIC ACID
HIF1A;TOLFENAMIC ACID
HPGD;TOLFENAMIC ACID
NFE2L2;TOLFENAMIC ACID
PLA2G1B;TOLFENAMIC ACID
PTGS1;TOLFENAMIC ACID
PTGS2;TOLFENAMIC ACID
VDR;TOLFENAMIC ACID
LYN;TOLIMIDONE
MPO;TOLMETIN
PTGS1;TOLMETIN
PTGS1;TOLMETIN
PTGS1;TOLMETIN
PTGS2;TOLMETIN
PTGS2;TOLMETIN
PTGS2;TOLMETIN
PTGS2;TOLMETIN
HPGD;TOLMETIN SODIUM
PTGS1;TOLMETIN SODIUM
PTGS2;TOLMETIN SODIUM
CYP1A2;TOLNAFTATE
CYP2C19;TOLNAFTATE
SQLE;TOLNAFTATE
AR;TOLONIUM CHLORIDE
ATAD5;TOLONIUM CHLORIDE
ATM;TOLONIUM CHLORIDE
ATXN2;TOLONIUM CHLORIDE
BAZ2B;TOLONIUM CHLORIDE
BLM;TOLONIUM CHLORIDE
CBFB;TOLONIUM CHLORIDE
FEN1;TOLONIUM CHLORIDE
IDH1;TOLONIUM CHLORIDE
KDM4E;TOLONIUM CHLORIDE
MAPT;TOLONIUM CHLORIDE
NFE2L2;TOLONIUM CHLORIDE
POLB;TOLONIUM CHLORIDE
POLI;TOLONIUM CHLORIDE
RACGAP1;TOLONIUM CHLORIDE
RECQL;TOLONIUM CHLORIDE
RUNX1;TOLONIUM CHLORIDE
THRB;TOLONIUM CHLORIDE
MAOA;TOLOXATONE
CYP2D6;TOLPERISONE
SCN11A;TOLPERISONE
NFE2L2;TOLPERISONE HYDROCHLORIDE
AKR1A1;TOLRESTAT
AKR1B1;TOLRESTAT
AKR1B1;TOLRESTAT
AKR1B10;TOLRESTAT
AKR1B10;TOLRESTAT
CHRM1;TOLTERODINE
CHRM1;TOLTERODINE
CHRM1;TOLTERODINE
CHRM1;TOLTERODINE
CHRM2;TOLTERODINE
CHRM2;TOLTERODINE
CHRM2;TOLTERODINE
CHRM2;TOLTERODINE
CHRM3;TOLTERODINE
CHRM3;TOLTERODINE
CHRM3;TOLTERODINE
CHRM3;TOLTERODINE
CHRM3;TOLTERODINE
CHRM4;TOLTERODINE
CHRM4;TOLTERODINE
CHRM4;TOLTERODINE
CHRM5;TOLTERODINE
CHRM5;TOLTERODINE
CHRM5;TOLTERODINE
CYP1A2;TOLTERODINE
CYP2C19;TOLTERODINE
CYP2C9;TOLTERODINE
CYP2D6;TOLTERODINE
CYP2D6;TOLTERODINE
CYP3A4;TOLTERODINE
CHRM2;TOLTERODINE TARTRATE
CHRM3;TOLTERODINE TARTRATE
CYP3A4;TOLUENE DIISOCYANATE
AR;TOLUIC ACID
AR;TOLVAPTAN
AVPR1A;TOLVAPTAN
AVPR1A;TOLVAPTAN
AVPR2;TOLVAPTAN
AVPR2;TOLVAPTAN
AVPR2;TOLVAPTAN
AVPR2;TOLVAPTAN
AVPR2;TOLVAPTAN
AVPR2;TOLVAPTAN
AR;TOLYLFLUANID
TLR2;TOMARALIMAB
TLR2;TOMARALIMAB
AR;TOMATINE
CYP3A4;TOMELUKAST
VDR;TOMELUKAST
CLK4;TOMIVOSERTIB
MKNK1;TOMIVOSERTIB
MKNK1;TOMIVOSERTIB
MKNK2;TOMIVOSERTIB
MKNK2;TOMIVOSERTIB
MYD88;TOMIVOSERTIB
STK17A;TOMIVOSERTIB
HTR1D;TONABERSAT
HTR1D;TONABERSAT
ADORA1;TONAPOFYLLINE
ADORA1;TONAPOFYLLINE
ADORA1;TONAPOFYLLINE
ADORA1;TONAPOFYLLINE
ADORA1;TONAPOFYLLINE
ADORA2A;TONAPOFYLLINE
ADORA2A;TONAPOFYLLINE
ADORA2B;TONAPOFYLLINE
ADORA2B;TONAPOFYLLINE
ADORA3;TONAPOFYLLINE
ADORA3;TONAPOFYLLINE
AQP4;TOPIRAMATE
CA1;TOPIRAMATE
CA1;TOPIRAMATE
CA12;TOPIRAMATE
CA2;TOPIRAMATE
CA2;TOPIRAMATE
CA2;TOPIRAMATE
CA2;TOPIRAMATE
CA3;TOPIRAMATE
CA4;TOPIRAMATE
CA4;TOPIRAMATE
CA4;TOPIRAMATE
CA4;TOPIRAMATE
CA4;TOPIRAMATE
CA7;TOPIRAMATE
CACNA1C;TOPIRAMATE
CACNA1E;TOPIRAMATE
CYP2C19;TOPIRAMATE
GABRA1;TOPIRAMATE
GABRA1;TOPIRAMATE
GABRA1;TOPIRAMATE
GABRA1;TOPIRAMATE
GABRA2;TOPIRAMATE
GABRA3;TOPIRAMATE
GABRA4;TOPIRAMATE
GABRA5;TOPIRAMATE
GABRA6;TOPIRAMATE
GABRB1;TOPIRAMATE
GABRB2;TOPIRAMATE
GABRB3;TOPIRAMATE
GABRD;TOPIRAMATE
GABRE;TOPIRAMATE
GABRG1;TOPIRAMATE
GABRG2;TOPIRAMATE
GABRG3;TOPIRAMATE
GABRP;TOPIRAMATE
GABRQ;TOPIRAMATE
GRIA1;TOPIRAMATE
GRIA2;TOPIRAMATE
GRIA3;TOPIRAMATE
GRIA4;TOPIRAMATE
GRIK1;TOPIRAMATE
GRIK1;TOPIRAMATE
GRIK1;TOPIRAMATE
GRIK1;TOPIRAMATE
GRIK1;TOPIRAMATE
GRIK1;TOPIRAMATE
GRIK2;TOPIRAMATE
GRIK2;TOPIRAMATE
GRIK3;TOPIRAMATE
GRIK4;TOPIRAMATE
INSR;TOPIRAMATE
NR1I2;TOPIRAMATE
SCN10A;TOPIRAMATE
SCN11A;TOPIRAMATE
SCN1A;TOPIRAMATE
SCN1A;TOPIRAMATE
SCN1A;TOPIRAMATE
SCN1A;TOPIRAMATE
SCN2A;TOPIRAMATE
SCN2A;TOPIRAMATE
SCN3A;TOPIRAMATE
SCN4A;TOPIRAMATE
SCN5A;TOPIRAMATE
SCN7A;TOPIRAMATE
SCN8A;TOPIRAMATE
SCN9A;TOPIRAMATE
XDH;TOPIROXOSTAT
XDH;TOPIROXOSTAT
ABCB1;TOPOTECAN
ABCG2;TOPOTECAN
AKT1;TOPOTECAN
ALK;TOPOTECAN
ATRX;TOPOTECAN
BDNF;TOPOTECAN
DDO;TOPOTECAN
MUC16;TOPOTECAN
PIK3CA;TOPOTECAN
PTEN;TOPOTECAN
RB1;TOPOTECAN
TOP1;TOPOTECAN
TOP1;TOPOTECAN
TOP1;TOPOTECAN
TOP1;TOPOTECAN
TOP1;TOPOTECAN
TOP1;TOPOTECAN
TOP1;TOPOTECAN
TOP1MT;TOPOTECAN
TOP1MT;TOPOTECAN
TP53;TOPOTECAN
TYMS;TOPOTECAN
AR;TOPOTECAN HYDROCHLORIDE
HBB;TOPOTECAN HYDROCHLORIDE
HIF1A;TOPOTECAN HYDROCHLORIDE
IDH1;TOPOTECAN HYDROCHLORIDE
KMT2A;TOPOTECAN HYDROCHLORIDE
NFE2L2;TOPOTECAN HYDROCHLORIDE
PAX8;TOPOTECAN HYDROCHLORIDE
PLK1;TOPOTECAN HYDROCHLORIDE
TOP1MT;TOPOTECAN HYDROCHLORIDE
TSG101;TOPOTECAN HYDROCHLORIDE
USP1;TOPOTECAN HYDROCHLORIDE
KLK3;TOPSALYSIN
KLK3;TOPSALYSIN
CD40LG;TORALIZUMAB
SELP;TORAPSEL
CETP;TORCETRAPIB
CETP;TORCETRAPIB
HRH4;TOREFORANT
HRH4;TOREFORANT
HRH4;TOREFORANT
CD80;TOREMIFENE
CYP1B1;TOREMIFENE
CYP3A4;TOREMIFENE
CYP3A4;TOREMIFENE
ESR1;TOREMIFENE
ESR1;TOREMIFENE
ESR1;TOREMIFENE
ESR1;TOREMIFENE
ESR1;TOREMIFENE
ESR1;TOREMIFENE
ESR2;TOREMIFENE
ESR2;TOREMIFENE
PGR;TOREMIFENE
SHBG;TOREMIFENE
TGFB1;TOREMIFENE
AR;TOREMIFENE CITRATE
ESR1;TOREMIFENE CITRATE
ESR2;TOREMIFENE CITRATE
GMNN;TOREMIFENE CITRATE
HNF4A;TOREMIFENE CITRATE
KDM4A;TOREMIFENE CITRATE
PLIN1;TOREMIFENE CITRATE
HSD11B1;TORMENTIC ACID METHYL ESTER
ACE;TORSEMIDE
ADD1;TORSEMIDE
CYP1A2;TORSEMIDE
CYP2C19;TORSEMIDE
CYP2C9;TORSEMIDE
CYP2D6;TORSEMIDE
CYP3A4;TORSEMIDE
GNB3;TORSEMIDE
NPPA-AS1;TORSEMIDE
SLC12A1;TORSEMIDE
SLC12A1;TORSEMIDE
SLC12A1;TORSEMIDE
SLC12A1;TORSEMIDE
SLC12A1;TORSEMIDE
SLC12A2;TORSEMIDE
SLC12A3;TORSEMIDE
PGR;TOSAGESTIN
ANPEP;TOSEDOSTAT
C9ORF3;TOSEDOSTAT
DNPEP;TOSEDOSTAT
ENPEP;TOSEDOSTAT
ERAP1;TOSEDOSTAT
ERAP2;TOSEDOSTAT
LAP3;TOSEDOSTAT
LNPEP;TOSEDOSTAT
LTA4H;TOSEDOSTAT
LVRN;TOSEDOSTAT
METAP1;TOSEDOSTAT
METAP1D;TOSEDOSTAT
METAP2;TOSEDOSTAT
NPEPL1;TOSEDOSTAT
NPEPPS;TOSEDOSTAT
NPEPPS;TOSEDOSTAT
NPEPPS;TOSEDOSTAT
RNPEP;TOSEDOSTAT
RNPEPL1;TOSEDOSTAT
XPNPEP1;TOSEDOSTAT
XPNPEP2;TOSEDOSTAT
XPNPEP3;TOSEDOSTAT
FCGR2B;TOSITUMOMAB
MS4A1;TOSITUMOMAB
MS4A1;TOSITUMOMAB
MS4A1;TOSITUMOMAB
MS4A1;TOSITUMOMAB
MS4A1;TOSITUMOMAB
MS4A1;TOSITUMOMAB
MS4A1;TOSITUMOMAB
KDM4A;TOSUFLOXACIN TOSYLATE
NFE2L2;TOSUFLOXACIN TOSYLATE
PLK1;TOSUFLOXACIN TOSYLATE
HSP90AA1;TOTAROL
PDGFRA;TOVETUMAB
PDGFRA;TOVETUMAB
PDGFRA;TOVETUMAB
CYP3A4;TOXAPHENE
HSP90AA1;TOXYLOXANTHONE C
ADORA2A;TOZADENANT
ADORA2A;TOZADENANT
ADORA2A;TOZADENANT
ADORA2B;TOZADENANT
ABL1;TOZASERTIB
ABL2;TOZASERTIB
ACVR1;TOZASERTIB
ALK;TOZASERTIB
AURKA;TOZASERTIB
AURKA;TOZASERTIB
AURKA;TOZASERTIB
AURKA;TOZASERTIB
AURKA;TOZASERTIB
AURKA;TOZASERTIB
AURKB;TOZASERTIB
AURKB;TOZASERTIB
AURKB;TOZASERTIB
AURKB;TOZASERTIB
AURKB;TOZASERTIB
AURKB;TOZASERTIB
AURKC;TOZASERTIB
AURKC;TOZASERTIB
AURKC;TOZASERTIB
AURKC;TOZASERTIB
AXL;TOZASERTIB
BLK;TOZASERTIB
BRSK1;TOZASERTIB
BTK;TOZASERTIB
CDK19;TOZASERTIB
CSNK2A1;TOZASERTIB
EGFR;TOZASERTIB
EPHA2;TOZASERTIB
FGFR1;TOZASERTIB
FGFR3;TOZASERTIB
FLT1;TOZASERTIB
FLT3;TOZASERTIB
FLT4;TOZASERTIB
FYN;TOZASERTIB
GMNN;TOZASERTIB
INSR;TOZASERTIB
IRAK4;TOZASERTIB
ITK;TOZASERTIB
JAK2;TOZASERTIB
KDR;TOZASERTIB
LCK;TOZASERTIB
LCK;TOZASERTIB
LIMK1;TOZASERTIB
LRRK2;TOZASERTIB
LTK;TOZASERTIB
LYN;TOZASERTIB
MAP2K1;TOZASERTIB
MAP2K2;TOZASERTIB
MAP3K10;TOZASERTIB
MAP3K20;TOZASERTIB
MAP4K5;TOZASERTIB
MAPK10;TOZASERTIB
MARK2;TOZASERTIB
MARK3;TOZASERTIB
MARK4;TOZASERTIB
MELK;TOZASERTIB
MINK1;TOZASERTIB
MST1R;TOZASERTIB
MYLK;TOZASERTIB
NTRK1;TOZASERTIB
NTRK2;TOZASERTIB
NTRK3;TOZASERTIB
PAK1;TOZASERTIB
PAK4;TOZASERTIB
PDGFRB;TOZASERTIB
PDPK1;TOZASERTIB
PKN2;TOZASERTIB
PLK4;TOZASERTIB
PRKAA1;TOZASERTIB
PRKCZ;TOZASERTIB
PRKD2;TOZASERTIB
RET;TOZASERTIB
ROS1;TOZASERTIB
RPS6KB1;TOZASERTIB
SIK2;TOZASERTIB
SLK;TOZASERTIB
SMARCA4;TOZASERTIB
SRC;TOZASERTIB
STK11;TOZASERTIB
TAOK1;TOZASERTIB
TNK1;TOZASERTIB
TYK2;TOZASERTIB
TYRO3;TOZASERTIB
YES1;TOZASERTIB
CLC;TOZULERISTIDE
MMP9;TOZULERISTIDE
ALDH1A1;TPCK
ATAD5;TPCK
ATXN2;TPCK
CYP1A2;TPCK
CYP2C19;TPCK
CYP2C9;TPCK
CYP3A4;TPCK
GMNN;TPCK
HIF1A;TPCK
HPGD;TPCK
NFE2L2;TPCK
NPSR1;TPCK
RGS4;TPCK
TARDBP;TPCK
THPO;TPCK
TP53;TPCK
USP1;TPCK
VDR;TPCK
ABCB1;TRABECTEDIN
FGFR2;TRABECTEDIN
PARP1;TRABECTEDIN
TGFB2;TRABEDERSEN
ADORA1;TRABODENOSON
ADORA1;TRABODENOSON
ADORA1;TRABODENOSON
CREBBP;TRACAZOLATE
CYP1A2;TRACAZOLATE
CYP2D6;TRACAZOLATE
CYP3A4;TRACAZOLATE
KMT2A;TRACAZOLATE
MEN1;TRACAZOLATE
TP53;TRACAZOLATE
NOD1;TRACHEAL CYTOTOXIN
SPR;TRADIPITANT
TACR1;TRADIPITANT
TACR1;TRADIPITANT
FGFR1;TRAFERMIN
FGFR2;TRAFERMIN
FGFR2;TRAFERMIN
FGFR3;TRAFERMIN
FGFR4;TRAFERMIN
IL13;TRALOKINUMAB
IL13;TRALOKINUMAB
IL13;TRALOKINUMAB
IL13RA2;TRALOKINUMAB
ADORA1;TRAMADOL
ADRA2A;TRAMADOL
ARRB2;TRAMADOL
BDNF;TRAMADOL
CHRM1;TRAMADOL
CHRM3;TRAMADOL
CHRNA7;TRAMADOL
CYP2B6;TRAMADOL
CYP2D6;TRAMADOL
CYP3A4;TRAMADOL
CYP3A5;TRAMADOL
GRIN1;TRAMADOL
HCN1;TRAMADOL
HTR2C;TRAMADOL
HTR2C;TRAMADOL
HTR2C;TRAMADOL
HTR2C;TRAMADOL
ICA1;TRAMADOL
OPRD1;TRAMADOL
OPRD1;TRAMADOL
OPRD1;TRAMADOL
OPRK1;TRAMADOL
OPRK1;TRAMADOL
OPRK1;TRAMADOL
OPRK1;TRAMADOL
OPRM1;TRAMADOL
OPRM1;TRAMADOL
OPRM1;TRAMADOL
OPRM1;TRAMADOL
OPRM1;TRAMADOL
RFPL4B;TRAMADOL
RGL4;TRAMADOL
SCN2A;TRAMADOL
SLC22A1;TRAMADOL
SLC6A2;TRAMADOL
SLC6A2;TRAMADOL
SLC6A2;TRAMADOL
SLC6A4;TRAMADOL
SLC6A4;TRAMADOL
SLC6A4;TRAMADOL
SULT1A3;TRAMADOL
TACR1;TRAMADOL
TRPV1;TRAMADOL
OPRM1;TRAMADOL HYDROCHLORIDE
ABL1;TRAMETINIB
ARAF;TRAMETINIB
ATM;TRAMETINIB
ATXN1L;TRAMETINIB
BRAF;TRAMETINIB
BRAF;TRAMETINIB
BRAF;TRAMETINIB
BRAF;TRAMETINIB
BRAF;TRAMETINIB
BRAF;TRAMETINIB
BRAF;TRAMETINIB
BRAF;TRAMETINIB
CDKN2A;TRAMETINIB
CIC;TRAMETINIB
CTNNB1;TRAMETINIB
DDX43;TRAMETINIB
DUSP6;TRAMETINIB
EGFR;TRAMETINIB
ERBB3;TRAMETINIB
ETV1;TRAMETINIB
ETV4;TRAMETINIB
ETV5;TRAMETINIB
FGFR1;TRAMETINIB
FGFR2;TRAMETINIB
FGFR3;TRAMETINIB
G6PD;TRAMETINIB
G6PD;TRAMETINIB
GNA11;TRAMETINIB
GNAQ;TRAMETINIB
HRAS;TRAMETINIB
HRAS;TRAMETINIB
KIT;TRAMETINIB
KRAS;TRAMETINIB
KRAS;TRAMETINIB
KRAS;TRAMETINIB
KRAS;TRAMETINIB
KRAS;TRAMETINIB
KRAS;TRAMETINIB
KRAS;TRAMETINIB
MAP2K1;TRAMETINIB
MAP2K1;TRAMETINIB
MAP2K1;TRAMETINIB
MAP2K1;TRAMETINIB
MAP2K1;TRAMETINIB
MAP2K1;TRAMETINIB
MAP2K1;TRAMETINIB
MAP2K1;TRAMETINIB
MAP2K1;TRAMETINIB
MAP2K1;TRAMETINIB
MAP2K1;TRAMETINIB
MAP2K2;TRAMETINIB
MAP2K2;TRAMETINIB
MAP2K2;TRAMETINIB
MAP2K2;TRAMETINIB
MAP2K2;TRAMETINIB
MAP2K2;TRAMETINIB
MAP2K2;TRAMETINIB
MAP2K3;TRAMETINIB
MAP2K4;TRAMETINIB
MAP2K5;TRAMETINIB
MAP2K6;TRAMETINIB
MAP2K7;TRAMETINIB
MET;TRAMETINIB
MET;TRAMETINIB
NF1;TRAMETINIB
NF1;TRAMETINIB
NF1;TRAMETINIB
NF1;TRAMETINIB
NRAS;TRAMETINIB
NRAS;TRAMETINIB
NRAS;TRAMETINIB
PIK3CA;TRAMETINIB
PRKCH;TRAMETINIB
RAF1;TRAMETINIB
RASA1;TRAMETINIB
RB1;TRAMETINIB
SRC;TRAMETINIB
STAG2;TRAMETINIB
STK11;TRAMETINIB
TP53;TRAMETINIB
VHL;TRAMETINIB
MAP2K1;TRAMETINIB DIMETHYL SULFOXIDE
MAP2K2;TRAMETINIB DIMETHYL SULFOXIDE
APP;TRAMIPROSATE
ACE;TRANDOLAPRIL
ACE;TRANDOLAPRIL
ACE;TRANDOLAPRIL
ACE;TRANDOLAPRIL
ACE;TRANDOLAPRIL
ACE;TRANDOLAPRIL
CES1;TRANDOLAPRIL
PTPRD;TRANDOLAPRIL
ACE;TRANDOLAPRILAT
PLG;TRANEXAMIC ACID
ARSA;TRANILAST
ATAD5;TRANILAST
HPGD;TRANILAST
HPGDS;TRANILAST
HRH1;TRANILAST
NPC1;TRANILAST
PKM;TRANILAST
RAB9A;TRANILAST
STS;TRANILAST
TP53;TRANILAST
UGT1A1;TRANILAST
ALDH1A1;TRANSPLATIN
APEX1;TRANSPLATIN
FEN1;TRANSPLATIN
KAT2A;TRANSPLATIN
KDM4E;TRANSPLATIN
MAPT;TRANSPLATIN
POLI;TRANSPLATIN
AHR;TRANSTORINE
CBX1;TRANSTORINE
EHMT2;TRANSTORINE
GPR35;TRANSTORINE
HSD17B10;TRANSTORINE
KDM1A;TRANYLCYPROMINE
MAOA;TRANYLCYPROMINE
MAOA;TRANYLCYPROMINE
MAOA;TRANYLCYPROMINE
MAOA;TRANYLCYPROMINE
MAOA;TRANYLCYPROMINE
MAOB;TRANYLCYPROMINE
MAOB;TRANYLCYPROMINE
MAOB;TRANYLCYPROMINE
MAOB;TRANYLCYPROMINE
MAOB;TRANYLCYPROMINE
KDM1A;TRANYLCYPROMINE HYDROCHLORIDE
TAAR1;TRANYLCYPROMINE HYDROCHLORIDE
CYP1A2;TRAPIDIL
FGFR3;TRAPIDIL
PDE1A;TRAPIDIL
PDGFRB;TRAPIDIL
AKT2;TRASTUZUMAB
ANXA1;TRASTUZUMAB
APC;TRASTUZUMAB
ARID1A;TRASTUZUMAB
BARD1;TRASTUZUMAB
BIRC5;TRASTUZUMAB
BIRC5;TRASTUZUMAB
BRAF;TRASTUZUMAB
EGFR;TRASTUZUMAB
EPCAM;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB2;TRASTUZUMAB
ERBB3;TRASTUZUMAB
ERBB3;TRASTUZUMAB
ERBB3;TRASTUZUMAB
ERBB3;TRASTUZUMAB
ESR1;TRASTUZUMAB
ESR1;TRASTUZUMAB
ESR2;TRASTUZUMAB
FCGR2A;TRASTUZUMAB
FCGR3A;TRASTUZUMAB
FCGR3A;TRASTUZUMAB
HGF;TRASTUZUMAB
IFNG;TRASTUZUMAB
KRAS;TRASTUZUMAB
KRAS;TRASTUZUMAB
MET;TRASTUZUMAB
MET;TRASTUZUMAB
PGR;TRASTUZUMAB
PGR;TRASTUZUMAB
PIK3CA;TRASTUZUMAB
PIK3CA;TRASTUZUMAB
PIK3CA;TRASTUZUMAB
PIK3CA;TRASTUZUMAB
PPCDC;TRASTUZUMAB
PTEN;TRASTUZUMAB
PTEN;TRASTUZUMAB
PTEN;TRASTUZUMAB
RNF8;TRASTUZUMAB
ERBB2;TRASTUZUMAB DERUXTECAN
FCGR1A;TRASTUZUMAB DERUXTECAN
TOP1;TRASTUZUMAB DERUXTECAN
ERBB2;TRASTUZUMAB DUOCARMAZINE
ERBB2;TRASTUZUMAB EMTANSINE
TUBA1A;TRASTUZUMAB EMTANSINE
TUBA1B;TRASTUZUMAB EMTANSINE
TUBA1C;TRASTUZUMAB EMTANSINE
TUBA3D;TRASTUZUMAB EMTANSINE
TUBA3E;TRASTUZUMAB EMTANSINE
TUBA4A;TRASTUZUMAB EMTANSINE
TUBB;TRASTUZUMAB EMTANSINE
TUBB1;TRASTUZUMAB EMTANSINE
TUBB2A;TRASTUZUMAB EMTANSINE
TUBB2B;TRASTUZUMAB EMTANSINE
TUBB3;TRASTUZUMAB EMTANSINE
TUBB4B;TRASTUZUMAB EMTANSINE
TUBB6;TRASTUZUMAB EMTANSINE
TUBB8;TRASTUZUMAB EMTANSINE
PTGFR;TRAVOPROST
PTGFR;TRAVOPROST
PTGFR;TRAVOPROST
PTGFR;TRAVOPROST
PTGFR;TRAVOPROST
GRIN1;TRAXOPRODIL
GRIN2B;TRAXOPRODIL
ADRA1A;TRAZODONE
ADRA1A;TRAZODONE
ADRA1B;TRAZODONE
ADRA2A;TRAZODONE
ADRA2A;TRAZODONE
CYP3A5;TRAZODONE
DRD1;TRAZODONE
HRH1;TRAZODONE
HRH1;TRAZODONE
HSD17B10;TRAZODONE
HTR1A;TRAZODONE
HTR1A;TRAZODONE
HTR1A;TRAZODONE
HTR1A;TRAZODONE
HTR2A;TRAZODONE
HTR2A;TRAZODONE
HTR2A;TRAZODONE
HTR2A;TRAZODONE
HTR2B;TRAZODONE
HTR2C;TRAZODONE
HTR2C;TRAZODONE
HTR2C;TRAZODONE
KAT2A;TRAZODONE
SLC6A2;TRAZODONE
SLC6A4;TRAZODONE
SLC6A4;TRAZODONE
SLC6A4;TRAZODONE
HSD17B10;TRAZODONE HYDROCHLORIDE
HTR2A;TRAZODONE HYDROCHLORIDE
HTR2C;TRAZODONE HYDROCHLORIDE
HTT;TRAZODONE HYDROCHLORIDE
KCNH2;TRAZODONE HYDROCHLORIDE
COL4A4;TRC-093
ANGPT1;TREBANANIB
ANGPT2;TREBANANIB
CD4;TREGALIZUMAB
CD4;TREGALIZUMAB
CD4;TREGALIZUMAB
CD4;TREGALIZUMAB
DPP4;TRELAGLIPTIN
DPP4;TRELAGLIPTIN SUCCINATE
AR;TRELANSERIN
HTR1B;TRELANSERIN
HTR1B;TRELANSERIN
HTR2A;TRELANSERIN
HTR2A;TRELANSERIN
CTLA4;TREMELIMUMAB
CTLA4;TREMELIMUMAB
CTLA4;TREMELIMUMAB
CTLA4;TREMELIMUMAB
CTLA4;TREMELIMUMAB
CTLA4;TREMELIMUMAB
AR;TRENBOLONE ACETATE
P2RY12;TREPROSTINIL
P2RY12;TREPROSTINIL
P2RY12;TREPROSTINIL
PPARD;TREPROSTINIL
PPARG;TREPROSTINIL
PPARG;TREPROSTINIL
PTGDR;TREPROSTINIL
PTGER1;TREPROSTINIL
PTGER2;TREPROSTINIL
PTGER3;TREPROSTINIL
PTGER4;TREPROSTINIL
PTGIR;TREPROSTINIL
PTGIR;TREPROSTINIL
PTGIR;TREPROSTINIL
PTGIR;TREPROSTINIL
PTGIR;TREPROSTINIL DIOLAMINE
ATAD5;TREQUINSIN
CBX1;TREQUINSIN
EHMT2;TREQUINSIN
AR;TREQUINSIN HYDROCHLORIDE
CYP3A4;TREQUINSIN HYDROCHLORIDE
EHMT2;TREQUINSIN HYDROCHLORIDE
MAPK1;TREQUINSIN HYDROCHLORIDE
MPHOSPH8;TREQUINSIN HYDROCHLORIDE
NFE2L2;TRETAZICAR
NQO2;TRETAZICAR
ALDH1A1;TRETINOIN
ALDH1A2;TRETINOIN
BCL2;TRETINOIN
BCOR;TRETINOIN
BIRC5;TRETINOIN
CDKN1B;TRETINOIN
CXCL8;TRETINOIN
CYP26A1;TRETINOIN
CYP26B1;TRETINOIN
CYP26C1;TRETINOIN
CYP2C9;TRETINOIN
CYP3A5;TRETINOIN
EHMT2;TRETINOIN
FLT3;TRETINOIN
FLT3;TRETINOIN
FUS;TRETINOIN
GPRC5A;TRETINOIN
HIF1A;TRETINOIN
HPGDS;TRETINOIN
HSPA8;TRETINOIN
IL10;TRETINOIN
KAT2A;TRETINOIN
LCN1;TRETINOIN
MYCN;TRETINOIN
NFE2L2;TRETINOIN
NFE2L2;TRETINOIN
NPM1;TRETINOIN
